"CALL","QSO_DATE","TIME_ON","TIME_OFF","BAND","MODE","RST_SENT","RST_RCVD","QSL_SENT","QSL_SENT_VIA","APP_EQSL_AG","GRIDSQUARE","STATION_CALLSIGN","FREQ","CONTEST_ID","FREQ_RX","OPERATOR","CQZ","STX","APP_N1MM_POINTS","APP_N1MM_RADIO_NR","APP_N1MM_CONTINENT","APP_N1MM_RUN1RUN2","APP_N1MM_RADIOINTERFACED","APP_N1MM_ISORIGINAL","APP_N1MM_NETBIOSNAME","APP_N1MM_ISRUNQSO","APP_N1MM_ID","APP_N1MM_CLAIMEDQSO","SWL","QSLMSG_INTL","QSLMSG","TX_PWR"
"WE9V","20200112","1820",,"20M","FT8","-07","","Y","E","Y","EN52xn",,,,,,,,,,,,,,,,,,,,,"100.0000"
"KC2YIL","20200112","1834",,"20M","FT8","-05","","Y","E","Y","fn31fv",,,,,,,,,,,,,,,,,,,,,
"KD9FOF","20200112","1842",,"20M","FT8","-13","","Y","E","Y","EN52tm",,,,,,,,,,,,,,,,,,,,"FT8 Sent: -13 Rcvd: -21",
"MM7WAB","20200112","1845",,"20M","FT8","+07","","Y","E","Y","IO75sj",,,,,,,,,,,,,,,,,,,,,
"GD0TEP","20200112","1847",,"20M","FT8","-04","","Y","E","Y","IO74SD",,,,,,,,,,,,,,,,,,,,,
"A65DF","20200113","1711",,"40M","FT8","-18","","Y","E","Y","LL75pd",,,,,,,,,,,,,,,,,,,,,
"F20972SWL","20200114","1711",,"80M","FT8","-01","","Y","E","Y","jn38fe",,,,,,,,,,,,,,,,,,,,"/73 SWL STATION RX YOUR QSO: SV1VS PA1REG",
"KB7IJ","20200114","1716",,"15M","FT8","","","Y","E","Y","em12mr",,,,,,,,,,,,,,,,,,,,,
"K5TU","20200114","1718",,"15M","FT8","+06","","Y","E","Y","EL29ev",,,,,,,,,,,,,,,,,,,,,
"YL2GJX","20200114","1721",,"15M","FT8","-14","","Y","E","Y",,,,,,,,,,,,,,,,,,,,,,
"SP4SHL","20200114","1727",,"17M","FT8","+05","","Y","E",,"KO03LU",,,,,,,,,,,,,,,,,,,,,
"W9FLA","20200114","1741",,"20M","FT8","-09","","Y","E","Y","EN71hd",,,,,,,,,,,,,,,,,,,,,
"SA5OBE","20200114","1749",,"20M","FT8","-05","","Y","E","Y","JO78rm",,,,,,,,,,,,,,,,,,,,"THX For QSO, 73",
"W8JY","20200114","1756",,"20M","MFSK","+01","","Y","E","Y","EN84eb",,,,,,,,,,,,,,,,,,,,,
"GW4GJA","20200114","1758",,"20M","MFSK","-03","","Y","E","Y","IO81GS",,,,,,,,,,,,,,,,,,,,,
"R8XF","20200117","1027",,"15M","FT8","-02","","Y","E",,"LP51JQ",,,,,,,,,,,,,,,,,,,,,
"TF5B","20200117","1039",,"20M","FT8"," 13","","Y","E","Y","IP05wq",,,,,,,,,,,,,,,,,,,,"FT8 Sent:  13 Rcvd:  14",
"ZB2IF","20200117","1039",,"20M","MFSK"," 07","","Y","E","Y","IM76hd",,,,,,,,,,,,,,,,,,,,"tnx fer qso, best 73's ",
"EB5AG","20200117","1042",,"20M","MFSK","+07","","Y","E","Y","im98oi",,,,,,,,,,,,,,,,,,,,,
"EB5AG","20200117","1042",,"20M","MFSK","+07","","Y","E","Y","im98oi",,,,,,,,,,,,,,,,,,,,,
"MM7WAB","20200117","1047",,"30M","FT8","-11","","Y","E","Y","IO75sj",,,,,,,,,,,,,,,,,,,,,
"UA3VVA","20200117","1050",,"30M","FT8","+03","","Y","E","Y","lo06ie",,,,,,,,,,,,,,,,,,,,,
"EV1P","20200117","1052",,"30M","FT8","-05","","Y","E","Y","KO33TU",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"E77D","20200117","1057",,"40M","FT8","-02","","Y","E","Y","JN94BR",,,,,,,,,,,,,,,,,,,,,
"EI2GLB","20200117","1247",,"17M","FT8","-02","","Y","E","Y","IO63md",,,,,,,,,,,,,,,,,,,,,
"RV3F","20200117","1259",,"20M","MFSK"," 04","","Y","E","Y","ko86kj",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"UB1ALY","20200117","1300",,"20M","MFSK","-03","","Y","E","Y","CI34LP",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"R6H-212","20200117","1310",,"40M","FT8","-14","","Y","E","Y","LN05UJ",,,,,,,,,,,,,,,,,,,,"LY3TW",
"LY3TW","20200117","1310",,"40M","FT8","-01","","Y","E","Y","KO14WU",,,"DX",,,,,,,,,,,,,,,,,,"100.0000"
"OH1MP","20200117","1321",,"17M","FT8","-08","","Y","E",,"KP01VM",,,,,,,,,,,,,,,,,,,,,
"K4WW","20200117","1324",,"20M","MFSK","+03","","Y","E","Y","EM78",,,,,,,,,,,,,,,,,,,,,
"UB1ALY","20200117","1327",,"20M","MFSK","-13","","Y","E","Y","CI34LP",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"VO2NS","20200117","1352",,"20M","MFSK","+01","","Y","E","Y","FO62nw",,,,,,,,,,,,,,,,,,,,,
"K8SIA","20200117","1430",,"17M","FT8","-07","","Y","E","Y","EN84gi",,,,,,,,,,,,,,,,,,,,,
"ON6CC","20200117","1433",,"17M","FT8","-09","","Y","E",,"JO21PF",,,,,,,,,,,,,,,,,,,,,
"W8JY","20200117","1449",,"20M","FT8","+00","","Y","E","Y","EN84eb",,,,,,,,,,,,,,,,,,,,,
"EI9KF","20200117","1727",,"40M","FT8","-02","","Y","E","Y","IO64tb",,,,,,,,,,,,,,,,,,,,,
"MI0OBC","20200117","1737",,"80M","FT8","-05","","Y","E","Y","IO74ep",,,,,,,,,,,,,,,,,,,,,
"MM0HVU","20200117","1738",,"80M","FT8","-11","","Y","E","Y","IO85DV",,,,,,,,,,,,,,,,,,,,,
"UN7MAU","20200118","0953",,"17M","FT8","-21","","Y","E","Y","LO51rf",,,,,,,,,,,,,,,,,,,,"73!",
"G3PXT","20200118","1009",,"80M","FT8","+00","","Y","E","Y","JO02pp",,,,,,,,,,,,,,,,,,,,,
"AB1OC","20200118","1404",,"20M","FT8","-01","","Y","E","Y","FN42er",,,,,,,,,,,,,,,,,,,,,
"WA9WUD","20200118","1421",,"20M","FT8","-01","","Y","E","Y","EN61sw",,,,,,,,,,,,,,,,,,,,,
"N5HC","20200118","1429",,"20M","FT8","-04","","Y","E","Y","DM65ph",,,,,,,,,,,,,,,,,,,,,
"K4IU","20200118","1555",,"20M","MFSK","-15","","Y","E","Y","EN33sx",,,,,,,,,,,,,,,,,,,,,
"SM7LHI","20200118","1719",,"40M","MFSK","+01","","Y","E",,"JO65NM",,,,,,,,,,,,,,,,,,,,,
"RN3Z","20200118","1722",,"40M","MFSK","+02","","Y","E","Y","ko81vg",,,,,,,,,,,,,,,,,,,,,
"MM0HVU","20200119","1121",,"40M","FT8","-10","","Y","E","Y","IO85DV",,,,,,,,,,,,,,,,,,,,,
"SV1EDY","20200119","1738",,"40M","FT8","-02","","Y","E","Y","KM17UX",,,,,,,,,,,,,,,,,,,,,
"SP2EWQ","20200119","1742",,"80M","MFSK","+02","","Y","E","Y","JO93fn",,,,,,,,,,,,,,,,,,,,,
"ON7DY","20200119","1742",,"80M","MFSK","-03","","Y","E","Y","JO10OW",,,,,,,,,,,,,,,,,,,,,
"SP5WZ","20200119","1743",,"80M","MFSK","-01","","Y","E","Y","KO02mm",,,,,,,,,,,,,,,,,,,,,
"DO8DHH","20200119","1745",,"80M","MFSK","-07","","Y","E","Y","JN58aj",,,,,,,,,,,,,,,,,,,,"FT857, MFJ929, HF-P1 Vertical (80-6m actual indoor use!), WSJT-X",
"DK5OPA","20200119","1745",,"80M","MFSK"," 05","","Y","E","Y","JO30OS",,,,,,,,,,,,,,,,,,,,"pls cfm on QRZ.com",
"SQ3KNI","20200119","1745",,"80M","MFSK","-02","","Y","E","Y","JO71SN",,,,,,,,,,,,,,,,,,,,,
"SQ3KNI","20200119","1746",,"80M","MFSK","-02","","Y","E","Y","JO71SN",,,,,,,,,,,,,,,,,,,,,
"DG3KCU","20200119","1747",,"80M","MFSK","-03","","Y","E","Y","JO31SB",,,,,,,,,,,,,,,,,,,,,
"UR5KHZ","20200119","1749",,"80M","MFSK","05","","Y","E","Y","KO30CP",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"PB7J","20200119","1750",,"80M","MFSK","+05","","Y","E","Y","JO20xx",,,,,,,,,,,,,,,,,,,,,
"R6MK","20200119","1756",,"80M","MFSK","-13","","Y","E","Y",,,,,,,,,,,,,,,,,,,,,,
"LZ10CWO","20200119","1759",,"80M","CW","599","","Y","E",,"KN13oq",,,"CWO10",,,,,,,,,,,,,,,,,,"500.0000"
"UA3ALF","20200119","1805",,"40M","MFSK","-04","","Y","E","Y","ko85ts",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"IZ8DBJ","20200119","1805",,"40M","MFSK","-10","","Y","E","Y","Jn70at",,,,,,,,,,,,,,,,,,,,,
"RN3AOE","20200119","1807",,"40M","MFSK","03","","Y","E","Y","KO85UQ",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"NG4C","20200121","1725",,"20M","MFSK","+07","","Y","E","Y","FM16tj",,,,,,,,,,,,,,,,,,,,,
"KD5SZW","20200124","1549",,"20M","FT8","-15","","Y","E","Y","DM56vr",,,,,,,,,,,,,,,,,,,,,
"KC5RR","20200124","1552",,"20M","FT8","-09","","Y","E","Y","EM22cr",,,,,,,,,,,,,,,,,,,,,
"UT0IL","20200124","1804",,"40M","FT8","-11","","Y","E","Y","kn88wn",,,,,,,,,,,,,,,,,,,,,
"E73DN","20200125","1048",,"30M","FT8","-16","","Y","E","Y","JN93EU",,,,,,,,,,,,,,,,,,,,,
"MM7WAB","20200125","1056",,"40M","FT8","-09","","Y","E","Y","IO75sj",,,,,,,,,,,,,,,,,,,,,
"ES4RM","20200125","1100",,"20M","FT8","-03","","Y","E","Y","KO49AL",,,,,,,,,,,,,,,,,,,,,
"UA9158SWL","20200125","1100",,"20M","FT8","-15","","Y","E","Y","MO06HS",,,,,,,,,,,,,,,,,,,,"You WKD with ES4RM. PSE QSL TU 73!.",
"WD9DZV","20200125","1444",,"20M","FT8","-11","","Y","E","Y","EN61cx",,,,,,,,,,,,,,,,,,,,,
"9A2GB","20200126","1109",,"20M","FT8","+05","","Y","E","Y","JN75ut",,,,,,,,,,,,,,,,,,,,,
"P41E","20200126","1726",,"20M","FT8","+04","","Y","E","Y","Fk52am",,,,,,,,,,,,,,,,,,,,,
"P41E","20200126","1726",,"20M","FT8","+04","","Y","E","Y","Fk52am",,,,,,,,,,,,,,,,,,,,,
"F4HTV","20200126","1737",,"40M","MFSK","-03","","Y","E","Y","JN25JA",,,,,,,,,,,,,,,,,,,,,
"SV9BMG","20200126","1745",,"80M","FT8","-06","","Y","E","Y","KM25ua",,,,,,,,,,,,,,,,,,,,,
"VK6EI","20200131","1402",,"20M","FT8","-14","","Y","E","Y","OF78XE",,,,,,,,,,,,,,,,,,,,,
"CT3HF","20200131","1412",,"15M","FT8","-04","","Y","E","Y","IM12OP",,,,,,,,,,,,,,,,,,,,,
"W5RWF","20200131","1422",,"20M","FT8","-21","","Y","E","Y","EM50hj",,,,,,,,,,,,,,,,,,,,,
"K5FZ","20200131","1458",,"20M","FT8","-13","","Y","E","Y","EM53",,,,,,,,,,,,,,,,,,,,,
"WB0RUR","20200131","1716",,"20M","MFSK"," 01","","Y","E","Y","EM26wb",,,,,,,,,,,,,,,,,,,,,
"DF70DARC","20200131","1720",,"80M","CW","599","","Y","E","Y","JO42LU",,,"DXPDN",,,,,,,,,,,,,,,,,,
"W9DSP","20200131","1733",,"20M","FT8","-03","","Y","E","Y","EN53ga",,,,,,,,,,,,,,,,,,,,,
"SV5DKL","20200201","1757",,"40M","FT8","-11","","Y","E","Y","KM46CK",,,,,,,,,,,,,,,,,,,,,
"SQ8BGR","20200202","1136",,"15M","FT8","-05","","Y","E","Y","KO11IF",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"WA3THL","20200202","1522",,"20M","FT8","-13","","Y","E","Y","FM29fu",,,,,,,,,,,,,,,,,,,,"Yeasu FT-991A Hy-Gain AV-640 Vertical",
"N1EVK","20200202","1539",,"17M","FT8","-03","","Y","E","Y","FN42",,,,,,,,,,,,,,,,,,,,"Thanks for the contact,  & 73, Rob",
"WD8VN","20200202","1601",,"20M","MFSK"," 13","","Y","E","Y","EN91gh",,,,,,,,,,,,,,,,,,,,"73's TNX FOR THE QSO, Jeff Macedonia,Ohio",
"F4FSY","20200202","1742",,"80M","FT8","-08","","Y","E","Y","JN25KM",,,,,,,,,,,,,,,,,,,,,
"ZW86LABRE","20200202","1757",,"20M","FT8","-13","","Y","E","Y","GH64ce",,,,,,,,,,,,,,,,,,,,,
"ZW86LABRE","20200202","1757",,"20M","FT8","-13","","Y","E","Y","GH64ce",,,,,,,,,,,,,,,,,,,,,
"W3KM","20200202","1807",,"20M","FT8","-04","","Y","E","Y","FN20jk",,,,,,,,,,,,,,,,,,,,,
"CT2GQN","20200202","1832",,"40M","MFSK","+07","","Y","E","Y","IM67ge",,,,,,,,,,,,,,,,,,,,,"20.0000"
"TR8CA","20200202","1834",,"40M","MFSK","-11","","Y","E","Y","JJ40QL",,,,,,,,,,,,,,,,,,,,,
"OH1EDK","20200203","1752",,"80M","FT8","-03","","Y","E","Y","KP01WL",,,,,,,,,,,,,,,,,,,,,
"PY2RJ","20200203","1759",,"20M","FT8","-17","","Y","E","Y","GG66RL",,,,,,,,,,,,,,,,,,,,"py2DF",
"AI4FR","20200204","1748",,"20M","MFSK","-12","","Y","E","Y","EL88",,,,,,,,,,,,,,,,,,,,,
"YL-RS-01","20200204","1800",,"40M","FT8","-06","","Y","E","Y","KO26cw",,,,,,,,,,,,,,,,,,,,"You WKD with OD5ZZ . PSE QSL TU 73!.",
"OD5ZZ","20200204","1800",,"40M","FT8","-16","","Y","E","Y","km74wk",,,,,,,,,,,,,,,,,,,,,
"UT7IS","20200204","1801",,"40M","FT8","-12","","Y","E","Y","KN98AQ",,,,,,,,,,,,,,,,,,,,,
"EA4HL","20200204","1805",,"40M","FT8","-07","","Y","E","Y","IN60XA",,,,,,,,,,,,,,,,,,,,"FT8 Sent: -07 Rcvd: -03",
"A45XR","20200205","1719",,"30M","FT8","-15","","Y","E","Y","LL93do",,,,,,,,,,,,,,,,,,,,,
"W8JY","20200206","1735",,"17M","FT8","-06","","Y","E","Y","EN84eb",,,,,,,,,,,,,,,,,,,,,
"K0JV","20200206","1740",,"20M","FT8","-10","","Y","E","Y","DN84ic",,,,,,,,,,,,,,,,,,,,,
"EM30UCC","20200206","1802",,"80M","CW","599","","Y","E","Y","KO50EG",,,,,,,,,,,,,,,,,,,,,
"9G5GS","20200207","1307",,"17M","FT8","-12","","Y","E","Y","IJ84sx",,,,,,,,,,,,,,,,,,,,,
"SV1ONU","20200207","1332",,"17M","FT8"," 00","","Y","E","Y","KM18va",,,,,,,,,,,,,,,,,,,,,
"SV5DKL","20200207","1334",,"17M","FT8","-05","","Y","E","Y","KM46CK",,,,,,,,,,,,,,,,,,,,,
"KC9YL","20200207","1624",,"20M","MFSK","+01","","Y","E","Y","EN64de",,,,,,,,,,,,,,,,,,,,,"50.0000"
"YB0JVZ","20200208","1200",,"15M","FT8","-18","","Y","E","Y","OI33ls",,,,,,,,,,,,,,,,,,,,,
"YF9FCO","20200208","1203",,"15M","FT8","-15","","Y","E",,"OI71PH",,,,,,,,,,,,,,,,,,,,,
"BG0BBB","20200208","1725",,"40M","FT8","","","Y","E","Y","NN33tu",,,,,,,,,,,,,,,,,,,,,
"SV9BMG","20200208","1728",,"40M","FT8","-14","","Y","E","Y","KM25ua",,,,,,,,,,,,,,,,,,,,,
"CN8AM","20200208","1732",,"20M","FT8","-15","","Y","E","Y","IM63HQ",,,,,,,,,,,,,,,,,,,,,
"UT7IS","20200214","1547",,"20M","FT8","-12","","Y","E","Y","KN98AQ",,,,,,,,,,,,,,,,,,,,,
"UR5VPR","20200214","1552",,"20M","FT8","03","","Y","E","Y","KN68LO",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"VE5DMC","20200214","1555",,"20M","FT8","-17","","Y","E","Y","DO71gq",,,,,,,,,,,,,,,,,,,,"FT8  Sent: -17  Rcvd: -09",
"WU3Z","20200214","1557",,"20M","FT8","-18","","Y","E","Y","EL88xt",,,,,,,,,,,,,,,,,,,,,
"N5WXY","20200214","1605",,"20M","FT8","-08","","Y","E","Y","EM40",,,,,,,,,,,,,,,,,,,,,
"WJ3E","20200214","1746",,"20M","FT8"," 05","","Y","E","Y","EN90vr",,,,,,,,,,,,,,,,,,,,,
"AA8SW","20200214","1748",,"20M","FT8","-15","","Y","E","Y","EM79td",,,,,,,,,,,,,,,,,,,,,
"N3XX","20200214","1759",,"20M","FT8","+01","","Y","E","Y","em73wl",,,,,,,,,,,,,,,,,,,,,
"UT9LB","20200214","1825",,"40M","FT8","12","","Y","E","Y","KN89gm",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"R9JBF","20200214","1832",,"80M","FT8","-10","","Y","E",,"MP61RF",,,,,,,,,,,,,,,,,,,,,
"UT9LB","20200215","1443",,"20M","FT8","04","","Y","E","Y","KN89gm",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"R6AK","20200215","1445",,"20M","FT8","-04","","Y","E","Y","LN04nx",,,,,,,,,,,,,,,,,,,,,
"R2DR","20200215","1450",,"20M","FT8","-05","","Y","E","Y","KO85VW",,,,,,,,,,,,,,,,,,,,,
"W3BI","20200215","1740",,"20M","MFSK","-12","","Y","E","Y","FN20en",,,,,,,,,,,,,,,,,,,,,
"UT4XU","20200215","1753",,"20M","FT8","-05","","Y","E",,"KO40GG",,,,,,,,,,,,,,,,,,,,,
"W7ASC","20200215","1800",,"20M","FT8","-08","","Y","E","Y","dm33xk",,,,,,,,,,,,,,,,,,,,,
"RD9D","20200216","1055",,"17M","FT8","-08","","Y","E","Y","MO09CS",,,,,,,,,,,,,,,,,,,,,
"ES5RY","20200216","1106",,"30M","FT8"," 01","","Y","E","Y","KO38JI",,,,,,,,,,,,,,,,,,,,,
"R2FBW","20200216","1108",,"30M","FT8","-01","","Y","E","Y","KA06",,,,,,,,,,,,,,,,,,,,,
"UN7ZB","20200216","1251",,"20M","FT8","-11","","Y","E","Y","mo51rc",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"R6AC","20200216","1306",,"17M","FT8","04","","Y","E","Y","LN05NA",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"HS0ACS","20200216","1539",,"20M","FT8","-06","","Y","E","Y","ok03gu",,,,,,,,,,,,,,,,,,,,,
"4Z5ML","20200216","1544",,"17M","FT8","-19","","Y","E","Y","km72",,,,,,,,,,,,,,,,,,,,,
"OH4NVX","20200216","1553",,"30M","FT8","-02","","Y","E","Y","KP32WI",,,,,,,,,,,,,,,,,,,,,
"IU1DXU","20200216","1557",,"40M","FT8","-11","","Y","E","Y","JN35WE",,,,,,,,,,,,,,,,,,,,,
"7X3WPL","20200217","1719",,"20M","FT8","+00","","Y","E",,"jm13kt",,,,,,,,,,,,,,,,,,,,,
"OY5ET","20200217","1741",,"40M","FT8","-09","","Y","E","Y","IP62oa",,,,,,,,,,,,,,,,,,,,,
"VY0ERC","20200217","1743",,"40M","FT8","-08","","Y","E","Y","ER60TB",,,,,,,,,,,,,,,,,,,,,
"EA5GY","20200218","1724",,"20M","FT8","-13","","Y","E","Y","IM98IC",,,,,,,,,,,,,,,,,,,,"FT8Sent: -13Rcvd: -03",
"A45XR","20200221","1501",,"20M","MFSK","+02","","Y","E","Y","LL93do",,,,,,,,,,,,,,,,,,,,,
"S57AM","20200221","1529",,"40M","FT8","+03","","Y","E","Y","JN76aa",,,,,,,,,,,,,,,,,,,,,
"RA4HL","20200221","1537",,"20M","FT8","-11","","Y","E","Y","LO43FD",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"RD4D","20200221","1539",,"20M","FT8","-11","","Y","E","Y","LO43fd",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"EA5ET","20200221","1544",,"20M","FT8","-03","","Y","E",,"IM99",,,,,,,,,,,,,,,,,,,,,
"EA5D","20200221","1545",,"20M","FT8","-05","","Y","E","Y","IM99XX",,,,,,,,,,,,,,,,,,,,,
"PY7PX","20200221","1713",,"20M","FT8","-20","","Y","E","Y","HI22NA",,,,,,,,,,,,,,,,,,,,,"35.0000"
"PY5EJ","20200221","1723",,"20M","FT8","-13","","Y","E","Y","GG54ho",,,,,,,,,,,,,,,,,,,,"TU for the contact, GL73.",
"4O7CC","20200221","1738",,"40M","FT8","+00","","Y","E","Y","JN92kg",,,,,,,,,,,,,,,,,,,,,
"Z33F","20200221","1744",,"40M","FT8","-14","","Y","E","Y","KN11CR",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"VU2DED","20200222","1024",,"17M","FT8","-14","","Y","E","Y","ML88on",,,,,,,,,,,,,,,,,,,,"Tnx for the QSO, may please upload to LOTW also, GL 73!",
"OH6GKW","20200222","1033",,"15M","FT8","-08","","Y","E","Y","KP13NT",,,,,,,,,,,,,,,,,,,,"Tnx for QSO 73!",
"4Z5KU","20200222","1041",,"15M","FT8","-03","","Y","E","Y","KM71OT",,,,,,,,,,,,,,,,,,,,,
"S51TN","20200222","1047",,"40M","FT8","-09","","Y","E","Y","JN76UM",,,,,,,,,,,,,,,,,,,,"TNX FR QSO & eQSL GL CUAGN",
"ZB2IF","20200222","1654",,"17M","FT8"," 09","","Y","E","Y","IM76hd",,,,,,,,,,,,,,,,,,,,"thanks for qso best 73's",
"WD4GBW","20200222","1704",,"20M","FT8","-04","","Y","E","Y","FM17ek",,,,,,,,,,,,,,,,,,,,,
"R8XF","20200223","1106",,"17M","FT8","-08","","Y","E",,"LP51JQ",,,,,,,,,,,,,,,,,,,,,
"TU5PCT","20200223","1112",,"17M","FT8","-14","","Y","E","Y","Ij75",,,,,,,,,,,,,,,,,,,,,
"SP5SMY","20200223","1147",,"30M","FT8","-21","","Y","E","Y","KO12dd",,,,,,,,,,,,,,,,,,,,,
"R6A-12","20200225","1612",,"30M","FT8","-10","","Y","E","Y","LN04hu",,,,,,,,,,,,,,,,,,,,"You WKD with  9A6IV . PSE QSL TU 73!.",
"9A6IV","20200225","1612",,"30M","FT8","+06","","Y","E","Y","JN95ae",,,,,,,,,,,,,,,,,,,,,
"9A6IV","20200225","1613",,"30M","FT8","-06","","Y","E","Y","JN95ae",,,,,,,,,,,,,,,,,,,,,
"CO7YS","20200225","1713",,"20M","FT8","-23","","Y","E",,,,,,,,,,,,,,,,,,,,,,,
"A41CK","20200225","2103",,"40M","FT8","-08","","Y","E","Y","LL93EN",,,,,,,,,,,,,,,,,,,,,
"PV8ABC","20200226","0540",,"80M","FT8","599","","Y","E","Y","FJ92PT",,,,,,,,,,,,,,,,,,,,"FT8  Sent: -09  Rcvd: -13",
"RA9UAD","20200226","0953",,"20M","MFSK","10","","Y","E",,"NO33HV",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"HL2ZN","20200227","0921",,"20M","FT8","-11","","Y","E","Y","pm37ik",,,,,,,,,,,,,,,,,,,,,
"Z33F","20200227","0925",,"20M","FT8","-06","","Y","E","Y","KN11CR",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"RU3QR","20200227","0926",,"20M","FT8","-19","","Y","E","Y","KO91op",,,,,,,,,,,,,,,,,,,,,
"C5YK","20200227","1114",,"20M","FT8","-09","","Y","E","Y","IK13PK",,,,,,,,,,,,,,,,,,,"Tnx for Qso and E'qsl Best 73' Andr?",,
"9H1KR","20200227","1127",,"20M","MFSK","+04","","Y","E","Y","JM75eu",,,,,,,,,,,,,,,,,,,,"FT4  Sent: +04  Rcvd: -09",
"YV5JLO","20200227","1129",,"20M","MFSK","+03","","Y","E","Y","FK60no",,,,,,,,,,,,,,,,,,,,,
"OH6FSO","20200227","1140",,"30M","FT8","-15","","Y","E","Y","KP12EO",,,,,,,,,,,,,,,,,,,,"'73 de Jukka",
"A41CK","20200227","1437",,"17M","FT8","-01","","Y","E","Y","LL93EN",,,,,,,,,,,,,,,,,,,,,
"TU5PCT","20200227","1442",,"20M","FT8","-08","","Y","E","Y","Ij75",,,,,,,,,,,,,,,,,,,,,
"R4H-20","20200227","1807",,"40M","FT8","10","","Y","E",,"LO53DU",,,,,,,,,,,,,,,,,,,,"You WKD with EW8KT .pse PAPER-card via bureau or direct, 73!.",
"OH2LNH","20200227","1826",,"40M","FT8","+04","","Y","E","Y","KP20LF",,,,,,,,,,,,,,,,,,,,,
"UA3337SWL","20200228","0750",,"20M","FT8","-6","","Y","E",,"KN99UR",,,,,,,,,,,,,,,,,,,,"You WKD with JT1CO. PSE QSL TU 73!.",
"R6A-12","20200228","0750",,"20M","FT8","-11","","Y","E","Y","LN04hu",,,,,,,,,,,,,,,,,,,,"You WKD with  JT1CO . PSE QSL TU 73!.",
"OH2LNH","20200228","0832",,"30M","FT8","-12","","Y","E","Y","KP20LF",,,,,,,,,,,,,,,,,,,,,
"R0F-005","20200228","0910",,"20M","FT8","-10","","Y","E","Y","QN16IX",,,,,,,,,,,,,,,,,,,,"You WKD with DS3EXX . PSE QSL TU 73!.",
"EX8ABA","20200228","0913",,"20M","FT8","-09","","Y","E",,"MN72gv",,,,,,,,,,,,,,,,,,,,,
"UT3HD","20200228","0924",,"20M","FT8","05","","Y","E","Y","KN79LM",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"2E1ADT","20200228","0955",,"40M","FT8","+04","","Y","E","Y","IO70jh",,,,,,,,,,,,,,,,,,,,,
"2E1ADT","20200228","0956",,"40M","FT8","","","Y","E","Y","IO70jh",,,,,,,,,,,,,,,,,,,,,
"AP2AM","20200228","1341",,"20M","FT8","-06","","Y","E","Y","MM63LQ",,,,,,,,,,,,,,,,,,,,,
"HC2PY","20200228","1353",,"20M","FT8","-12","","Y","E","Y","ei98wb",,,,,,,,,,,,,,,,,,,,,
"TU5PCT","20200228","1606",,"15M","FT8","-10","","Y","E","Y","Ij75",,,,,,,,,,,,,,,,,,,,,
"VE2TBQ","20200228","2156",,"40M","FT8","599","","Y","E","Y","FN46HV",,,,,,,,,,,,,,,,,,,,,
"C5YK","20200228","2214",,"80M","FT8","-08","","Y","E","Y","IK13PK",,,,,,,,,,,,,,,,,,,"Tnx for Qso and E'qsl Best 73' Andr?",,
"IZ8DBJ","20200228","2248",,"40M","FT8","-18","","Y","E","Y","Jn70at",,,,,,,,,,,,,,,,,,,,,
"PA3AIM","20200228","2250",,"40M","FT8","-18","","Y","E","Y","JO22HL",,,,,,,,,,,,,,,,,,,,,
"CU5AM","20200228","2309",,"80M","FT8"," 04","","Y","E","Y","HM58VQ",,,,,,,,,,,,,,,,,,,,"FT8  Sent: +04  Rcvd: -10",
"YB1BZV","20200229","1047",,"17M","FT8","-05","","Y","E","Y","OI33va",,,,,,,,,,,,,,,,,,,,"tnx for qso 73!",
"RA2FI","20200301","1504",,"20M","FT8","-06","","Y","E","Y","KO04gr",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"EA7KJF","20200301","1739",,"20M","FT8","-08","","Y","E","Y","IM66VO",,,,,,,,,,,,,,,,,,,,"FT8  Sent: -08  Rcvd: -07",
"EA7UW","20200301","1746",,"20M","FT8"," 02","","Y","E","Y","IM76SQ",,,,,,,,,,,,,,,,,,,,,
"PU2YZP","20200301","1749",,"20M","FT8","-08","","Y","E","Y","GG66QK",,,,,,,,,,,,,,,,,,,,,
